employment_type,emi_to_income_ratio,account_open_date,account_tenure_months,age,amount_income_term_score,annual_interest_rate,application_date,avg_combined_score,balance_utilization_score,behavior_score_gap,bureau_score,credit_card_utilization_pct,dpd_count_30_plus,dpd_max,dpd_recent_flag,loan_size_score,overdue_normalized,pos_transaction_volume,recovery_success_flag,risk_score,tenure_months
Salaried,,0.2106491916411633,-0.0213861607272124,0.1958527566141244,0.17674122437766632,-0.45917041973621686,0.17861180357076,0.1763908308031242,0.0105015796166645,-0.1242900224498234,,-0.0793853063524924,9.116919883673866,8.736478900514513,0.1087552031129304,0.1782017601040534,0.1842087323523053,-0.0026349288715864,0.3228458659071338,0.057441324136259644,-0.0254171664152981
Salaried,,-0.0051935799670085,-0.0476140539784104,-0.2086464996473951,0.16430494091047035,-0.24496868830871008,0.0068140842284436,0.0413243061816039,-0.0241774166781055,0.0733442513285133,-0.0393044628189102,0.0566428870261185,5.09538358744737,10.148127383302707,0.1052347799964131,-0.0061835047172713,0.0252414985717264,0.1326753280835758,0.3883872528077446,0.1641980248872973,-0.1190256868685958
Self-Employed,,-0.0486172268910437,-0.0834928194540393,-0.0704197556395418,0.17215880493489527,1.6391629673331038,-0.0328027777892661,0.0404876621471406,0.1233171081295113,-0.0352981730595796,-0.0787438699849364,-0.0638330064498613,9.328324522683216,10.31620630841945,0.1122558114043012,-0.0057133550155094,0.1846893184556701,0.193505776381451,0.3366920212025474,-0.04941438026084805,-0.1018219015662108
Self-Employed,,-0.2049633813513774,0.1336571504826624,-0.2099716011053796,-0.1134370335083734,-0.7048317708468529,-0.1936646928316767,-0.1080515679596416,0.1257994987296425,-0.0357673709760564,-0.0402330519671763,0.057332678469678,7.504635815322203,10.085918325372731,0.1043684112761799,-0.0654705063706006,-0.0850826763819378,0.0737397766714572,0.3252223131537894,0.1730529920328961,-0.5480739359128565
Salaried,,0.2107856870179306,-0.0894239603313925,-0.0410983961188474,0.2265507620784999,1.6097890539417379,0.1765312631225996,0.0904068813419427,0.1233678012846564,0.2708688813066002,-0.0391530515908723,0.0569217615862334,7.393711334693522,-3.677851460906316,0.101102525083816,-0.0069774961071263,0.0261081434087942,0.109599787459266,0.3341764455220143,0.1761685201188816,1.2400000592929006
Self-Employed,,0.1764985991435204,-0.0635127832933193,-0.0409039727565755,0.1767742076231757,-0.683556707653052,0.1601532542462637,0.0251936301409379,0.3978100227701991,0.0733494044260027,-0.0061313302255884,0.1223942267992811,7.681444636614068,11.3757308223791,-0.7870739060769656,-0.0655275216571752,0.2630126931253941,-0.0014589453666956,0.3858907111328315,-0.11259165149119903,-0.5431544187129379
Self-Employed,,-0.0049868706191625,-0.0587700596121869,-0.070297979613899,-0.10417934416666222,0.48885841957609655,0.0069329877285748,0.1769342654702443,0.1216854628371369,-0.0517578176582138,,-0.0795174677277174,7.227396929697178,11.058684591908257,0.1034072992256067,0.1950266486673114,0.1838785346027628,-0.0123787536538124,0.3431220716037064,-0.09604526901007174,0.1961914211860261
Salaried,,-0.0478389905740779,-0.0839593646911082,0.1963197053115564,-0.2565457397349222,-0.8072411260388439,0.006731534192321,0.1754819892022367,0.3979124656721677,-0.0380702549402698,-0.0393263718435549,-0.0631611177030797,-2.869964397454263,-2.7130519587324717,0.1117226136728205,-0.0068294449045575,0.0255020357976705,-0.1260445083177449,0.3885782341656869,-0.32404495051336013,-0.5669716985469911
Salaried,,-0.2047842585269781,-0.0482793240054911,0.0224168601361608,-0.1074038416631327,0.3011680134673349,0.0067432669555534,0.1764174747685508,0.0085837800868986,-0.1242497142435271,,-0.0798456792445529,9.088900528830791,8.651108492696348,0.1093278758749747,0.1957793501564838,-0.0368592701539626,0.131085712209674,0.3681796217126803,0.061341011725887455,0.0497800230349943
Salaried,,0.176048458172038,0.2990711970775334,0.0219225257185701,0.22879803942253557,-0.7259827565237985,0.1621127798021299,-0.1518199220949256,0.1226021230823817,0.0896457069141646,,0.1593169494642093,10.054172797900108,9.379722551337766,0.1046550149266297,-0.0650800279345562,-0.0349610416719697,-0.0019107018051983,0.3703635971723865,0.060908861297314196,-0.5224759895377953
